type,buy_date,buy_price,sell_date,sell_price,return,profit,hold_days
AI,2024-02-15,18644.5703125,2024-08-12,21773.259765625,0.1678070022899596,43801.65234375,120
AI,2024-08-13,21796.5703125,2025-02-14,23152.609375,0.06221341445274686,18984.546875,120
AI,2025-04-10,19000.029296875,2025-09-30,25820.5390625,0.3589736446746845,204615.29296875,120
